/home/lzq/data/lrs2_radar/radio/100/00001_cut_radio_mel.h5,/home/lzq/data/lrs2_radar/audio/100/00001_cut_audio_mel.h5,103
/home/lzq/data/lrs2_radar/radio/100/00002_cut_radio_mel.h5,/home/lzq/data/lrs2_radar/audio/100/00002_cut_audio_mel.h5,75
/home/lzq/data/lrs2_radar/radio/100/00003_cut_radio_mel.h5,/home/lzq/data/lrs2_radar/audio/100/00003_cut_audio_mel.h5,87
/home/lzq/data/lrs2_radar/radio/101/00001_cut_radio_mel.h5,/home/lzq/data/lrs2_radar/audio/101/00001_cut_audio_mel.h5,147
/home/lzq/data/lrs2_radar/radio/101/00003_cut_radio_mel.h5,/home/lzq/data/lrs2_radar/audio/101/00003_cut_audio_mel.h5,97
/home/lzq/data/lrs2_radar/radio/101/00006_cut_radio_mel.h5,/home/lzq/data/lrs2_radar/audio/101/00006_cut_audio_mel.h5,222
/home/lzq/data/lrs2_radar/radio/102/00003_cut_radio_mel.h5,/home/lzq/data/lrs2_radar/audio/102/00003_cut_audio_mel.h5,59
/home/lzq/data/lrs2_radar/radio/102/00008_cut_radio_mel.h5,/home/lzq/data/lrs2_radar/audio/102/00008_cut_audio_mel.h5,90
/home/lzq/data/lrs2_radar/radio/102/00009_cut_radio_mel.h5,/home/lzq/data/lrs2_radar/audio/102/00009_cut_audio_mel.h5,112
/home/lzq/data/lrs2_radar/radio/102/00010_cut_radio_mel.h5,/home/lzq/data/lrs2_radar/audio/102/00010_cut_audio_mel.h5,56
/home/lzq/data/lrs2_radar/radio/102/00013_cut_radio_mel.h5,/home/lzq/data/lrs2_radar/audio/102/00013_cut_audio_mel.h5,115
/home/lzq/data/lrs2_radar/radio/102/00015_cut_radio_mel.h5,/home/lzq/data/lrs2_radar/audio/102/00015_cut_audio_mel.h5,72
/home/lzq/data/lrs2_radar/radio/103/00004_cut_radio_mel.h5,/home/lzq/data/lrs2_radar/audio/103/00004_cut_audio_mel.h5,147
/home/lzq/data/lrs2_radar/radio/103/00005_cut_radio_mel.h5,/home/lzq/data/lrs2_radar/audio/103/00005_cut_audio_mel.h5,118
/home/lzq/data/lrs2_radar/radio/103/00006_cut_radio_mel.h5,/home/lzq/data/lrs2_radar/audio/103/00006_cut_audio_mel.h5,78
/home/lzq/data/lrs2_radar/radio/103/00009_cut_radio_mel.h5,/home/lzq/data/lrs2_radar/audio/103/00009_cut_audio_mel.h5,122
/home/lzq/data/lrs2_radar/radio/103/00011_cut_radio_mel.h5,/home/lzq/data/lrs2_radar/audio/103/00011_cut_audio_mel.h5,87
/home/lzq/data/lrs2_radar/radio/103/00015_cut_radio_mel.h5,/home/lzq/data/lrs2_radar/audio/103/00015_cut_audio_mel.h5,162
/home/lzq/data/lrs2_radar/radio/103/00022_cut_radio_mel.h5,/home/lzq/data/lrs2_radar/audio/103/00022_cut_audio_mel.h5,75
/home/lzq/data/lrs2_radar/radio/103/00028_cut_radio_mel.h5,/home/lzq/data/lrs2_radar/audio/103/00028_cut_audio_mel.h5,143
/home/lzq/data/lrs2_radar/radio/103/00031_cut_radio_mel.h5,/home/lzq/data/lrs2_radar/audio/103/00031_cut_audio_mel.h5,150
/home/lzq/data/lrs2_radar/radio/103/00032_cut_radio_mel.h5,/home/lzq/data/lrs2_radar/audio/103/00032_cut_audio_mel.h5,47
/home/lzq/data/lrs2_radar/radio/103/00036_cut_radio_mel.h5,/home/lzq/data/lrs2_radar/audio/103/00036_cut_audio_mel.h5,106
/home/lzq/data/lrs2_radar/radio/103/00041_cut_radio_mel.h5,/home/lzq/data/lrs2_radar/audio/103/00041_cut_audio_mel.h5,172
/home/lzq/data/lrs2_radar/radio/103/00042_cut_radio_mel.h5,/home/lzq/data/lrs2_radar/audio/103/00042_cut_audio_mel.h5,112
/home/lzq/data/lrs2_radar/radio/103/00044_cut_radio_mel.h5,/home/lzq/data/lrs2_radar/audio/103/00044_cut_audio_mel.h5,90
/home/lzq/data/lrs2_radar/radio/103/00048_cut_radio_mel.h5,/home/lzq/data/lrs2_radar/audio/103/00048_cut_audio_mel.h5,56
/home/lzq/data/lrs2_radar/radio/103/00050_cut_radio_mel.h5,/home/lzq/data/lrs2_radar/audio/103/00050_cut_audio_mel.h5,106
/home/lzq/data/lrs2_radar/radio/104/00001_cut_radio_mel.h5,/home/lzq/data/lrs2_radar/audio/104/00001_cut_audio_mel.h5,103
/home/lzq/data/lrs2_radar/radio/104/00002_cut_radio_mel.h5,/home/lzq/data/lrs2_radar/audio/104/00002_cut_audio_mel.h5,143
